lesson_id,grade,module,lesson,title,objectives,i_can,language_objectives,key_questions,big_idea,content_standards,content_standards_list,ad_codes,ad_texts,ad_full,laag
G5-M5-L28,5,5,28,"Apply concepts and formulas of volume to design a sculpture by using right rectangular prisms, part 2.","Apply concepts and formulas of volume to design a sculpture by using right rectangular prisms, part 2.",I can analyze and discuss my classmates sculptures.,"Orally and in writing, critique a classmate’s sculpture to determine if it meets the guidelines given in the previous lesson. In partners, read classmates’ critiques of the sculpture. Orally and in writing, reflect on the critiques by discussing whether anything should change in the sculpture.",How is reviewing someone else’s sculpture and calculations different from creating your own sculpture that meets given guidelines?,Modeling Seeing Division,5.MD.C.5.b; 5.MD.C.5.c,"[""5.MD.C.5.b"", ""5.MD.C.5.c""]","[""5.Mod5.AD11"", ""5.Mod5.AD12""]","[""Calculate volumes of right rectangular prisms by using and"", ""Find volumes of figures composed of right rectangular prisms to solve real-world and mathematical problems.""]",[5.Mod5.AD11] Calculate volumes of right rectangular prisms by using and [5.Mod5.AD12] Find volumes of figures composed of right rectangular prisms to solve real-world and mathematical problems.,"As a class, students describe, analyze, interpret, and discuss a sculpture to check that it meets the guidelines for the sculpture given in the previous lesson. Then students observe to review and critique elements of their classmates’ sculptures. Students reflect about whether they would change their own sculptures and, if so, in what ways. There is no Problem Set for this lesson. Instead, students use that time for analysis and discussion of their peers’ sculptures."
G5-M6-L1,5,6,1,Construct a coordinate system on a line.,Construct a coordinate system on a line.,I can construct a coordinate system on a line.,Listen to and read different ways to describe the location of a point on a number line by using a coordinate system and to plot the point. Orally describe the location of a point on a number line by using a coordinate system and the term coordinate.,How is a coordinate system on a line useful? What is important to remember when constructing a coordinate system on a line?,Shapes on a Plane,5.G.A.1,"[""5.G.A.1""]","[""5.Mod6.AD3""]","[""Plot and interpret points in a two-dimensional coordinate system.""]",[5.Mod6.AD3] Plot and interpret points in a two-dimensional coordinate system.,"Students construct a coordinate system on a line by marking an interval length as unit and then repeatedly marking the unit a number of times from They use a coordinate to describe and identify a point’s location on a line, and they plot a point on a line given either its coordinate or its distance in units from another point. This lesson formalizes the terms coordinate and coordinate system."
G5-M6-L2,5,6,2,Construct a coordinate system in a plane.,Construct a coordinate system in a plane.,I can plot points in the coordinate plane.,Orally describe the location of a point in a plane by using a coordinate system and the terms and ordered pair. Read a sequence of steps to construct a coordinate plane and to plot points in a plane when given ordered pairs or descriptions of the locations of the points.,How is a coordinate system in a plane useful? What is important to remember when plotting a point in the coordinate plane?,Shapes on a Plane,5.G.A.1,"[""5.G.A.1""]","[""5.Mod6.AD3""]","[""Plot and interpret points in a two-dimensional coordinate system.""]",[5.Mod6.AD3] Plot and interpret points in a two-dimensional coordinate system.,"Students construct a coordinate system in a plane and use the coordinate system to describe the location of a point plotted in the plane. Students use a point’s horizontal and vertical distances from the axes to identify its ordered pair. After labeling a coordinate plane, students plot points when given ordered pairs. This lesson introduces the terms axes, coordinate plane, ordered pair, and origin."
G5-M6-L3,5,6,3,Identify and plot points by using ordered pairs.,Identify and plot points by using ordered pairs.,I can use ordered pairs to identify and plot points in a coordinate plane.,Orally describe how to identify the ordered pair for a point plotted in a coordinate plane by using the interval length of each axis and the point’s distance from each axis. Orally justify an interval length chosen for the axes of a coordinate plane by analyzing the coordinates of a given set of points.,What does an or of indicate about the location of a point in a coordinate plane? Why do we use interval lengths other than to label grid lines?,Shapes on a Plane,5.G.A.1,"[""5.G.A.1""]","[""5.Mod6.AD3""]","[""Plot and interpret points in a two-dimensional coordinate system.""]",[5.Mod6.AD3] Plot and interpret points in a two-dimensional coordinate system.,Students construct a coordinate system and use ordered pairs to describe the location of points on axes in the coordinate plane. Given coordinate planes in which the axes have interval lengths other than students write the coordinates of points as ordered pairs and use coordinates to plot points.
G5-M6-L4,5,6,4,Describe the distance and direction between points in the coordinate plane.,Describe the distance and direction between points in the coordinate plane.,I can describe the distance and direction between points in the coordinate plane.,"Orally and in writing, describe how to move from one point to another on a map in a coordinate plane by using the number of units north, south, up, or down and the number of units east, west, right, or left between the points. Listen to and read descriptions of movement between points in a coordinate plane to identify the locations of the points.","How can we describe movement between points in the coordinate plane? When we move from one point to another point in the coordinate plane, how are the ordered pairs for the two points different?",Shapes on a Plane,5.G.A.2,"[""5.G.A.2""]","[""5.Mod6.AD4"", ""5.Mod6.AD5""]","[""Solve real-world problems by using the first quadrant of the coordinate plane."", ""Solve mathematical problems by using the first quadrant of the coordinate plane.""]",[5.Mod6.AD4] Solve real-world problems by using the first quadrant of the coordinate plane. [5.Mod6.AD5] Solve mathematical problems by using the first quadrant of the coordinate plane.,"Students use a digital interactive to describe the locations of points on a map in the coordinate plane, and they describe the movement between those points in terms of distance and direction. Students describe distance in units by using the directions left and right, west and east, up and down, and north and south."
G5-M6-L5,5,6,5,Identify properties of horizontal and vertical lines.,Identify properties of horizontal and vertical lines.,I can identify properties of horizontal and vertical lines.,"Read statements about horizontal and vertical lines to determine whether the statements are true or false, and orally justify the decisions. Read directions about how to draw and label lines in a coordinate plane. Plot points on the line and write an ordered pair for each point.",Why do points on a horizontal line have the same Why do points on a vertical line have the same How is the coordinate plane useful for reasoning about horizontal and vertical lines?,Shapes on a Plane,5.G.A.2,"[""5.G.A.2""]","[""5.Mod6.AD5""]","[""Solve mathematical problems by using the first quadrant of the coordinate plane.""]",[5.Mod6.AD5] Solve mathematical problems by using the first quadrant of the coordinate plane.,"Students work with a partner to draw a coordinate plane, plot points that lie on vertical or horizontal lines, and make conjectures about those lines. Students discover that all points on a horizontal line have the same because they are all the same distance from the and all points on a vertical line have the same because they are all the same distance from the Students determine whether horizontal and vertical lines are parallel or perpendicular to one another or to the axes."
G5-M6-L6,5,6,6,Use properties of horizontal and vertical lines to solve problems.,Use properties of horizontal and vertical lines to solve problems.,I can use the properties of horizontal and vertical lines to solve problems.,"Read directions to plot, draw, and label points and lines in a coordinate plane by using properties of horizontal and vertical lines.",How do we determine the distance between two vertical or two horizontal lines? What does a shaded region in the coordinate plane represent?,Shapes on a Plane,5.G.A.2,"[""5.G.A.2""]","[""5.Mod6.AD5""]","[""Solve mathematical problems by using the first quadrant of the coordinate plane.""]",[5.Mod6.AD5] Solve mathematical problems by using the first quadrant of the coordinate plane.,"Students use properties of horizontal and vertical lines to solve mathematical problems, such as drawing a line when given information about points on the line and determining the distance between parallel lines. Then students use horizontal and vertical lines to divide the plane into regions. Students identify regions based on descriptions and explain what coordinates of points in those regions have in common. For example, students know that all points in the region below the horizontal line that is units above the have that are less than"
G5-M6-L7,5,6,7,Generate number patterns to form ordered pairs.,Generate number patterns to form ordered pairs.,I can write ordered pairs to represent number patterns.,"Orally and in writing, describe the rule for a given number pattern and generate new numbers in the pattern. Orally relate patterns in the coordinates of ordered pairs in a table to patterns in the locations of points in a coordinate plane.",How do the rules for number patterns help us plot points with corresponding terms in the coordinate plane?,Plotting Patterns,5.OA.B.3; 5.G.A.2,"[""5.OA.B.3"", ""5.G.A.2""]","[""5.Mod6.AD1"", ""5.Mod6.AD2"", ""5.Mod6.AD5""]","[""Describe numerical patterns."", ""Generate and represent numerical patterns by using tables and the coordinate plane."", ""Solve mathematical problems by using the first quadrant of the coordinate plane.""]",[5.Mod6.AD1] Describe numerical patterns. [5.Mod6.AD2] Generate and represent numerical patterns by using tables and the coordinate plane. [5.Mod6.AD5] Solve mathematical problems by using the first quadrant of the coordinate plane.,"Students use a starting number and a rule to generate the terms of a number pattern. Then students use two number patterns to extend their understanding of patterns to the coordinate plane. They generate two number patterns in tables and form ordered pairs. After graphing the ordered pairs, students explore how patterns between the locations of points relate to number patterns in the table."
G5-M6-L8,5,6,8,Identify addition and subtraction relationships between corresponding terms in number patterns.,Identify addition and subtraction relationships between corresponding terms in number patterns.,I can identify addition and subtraction relationships between coordinates of points and pairs. use those relationships to write ordered,"Identify a relationship between in a table and use the relationship to orally explain how to find unknown coordinates. Orally and in writing, describe how to move from one point to the next in a coordinate plane.",Why is the addition rule for both number patterns the same when there is an addition or subtraction relationship between and Why is it useful to know when and have an addition or subtraction relationship?,Plotting Patterns,5.OA.B.3; 5.G.A.2,"[""5.OA.B.3"", ""5.G.A.2""]","[""5.Mod6.AD1"", ""5.Mod6.AD2"", ""5.Mod6.AD5""]","[""Describe numerical patterns."", ""Generate and represent numerical patterns by using tables and the coordinate plane."", ""Solve mathematical problems by using the first quadrant of the coordinate plane.""]",[5.Mod6.AD1] Describe numerical patterns. [5.Mod6.AD2] Generate and represent numerical patterns by using tables and the coordinate plane. [5.Mod6.AD5] Solve mathematical problems by using the first quadrant of the coordinate plane.,"Students generate coordinates of points from two number patterns that use the same addition rule, form ordered pairs, and plot the points in the coordinate plane. When they recognize that the movement right is the same number of units as the movement up from one point to the next, they see where the addition rules are represented in the graph. Students identify addition and subtraction relationships between coordinates and apply the relationship to find one coordinate when they know its corresponding coordinate."
G5-M6-L9,5,6,9,Identify multiplication and division relationships between corresponding terms in number patterns.,Identify multiplication and division relationships between corresponding terms in number patterns.,I can identify multiplication and division relationships between coordinates of points and pairs. use those relationships to write ordered,"Orally justify whether a statement about number patterns in a table of coordinates is true or false by reasoning about the rules for the coordinates. Orally and in writing, describe a multiplication and division relationship between corresponding and by using the addition rule for each coordinate.",What do you need to know to generate corresponding terms of two number patterns? Why is it useful to know when and have a multiplication or division relationship?,Plotting Patterns,5.OA.B.3; 5.G.A.2,"[""5.OA.B.3"", ""5.G.A.2""]","[""5.Mod6.AD1"", ""5.Mod6.AD2"", ""5.Mod6.AD5""]","[""Describe numerical patterns."", ""Generate and represent numerical patterns by using tables and the coordinate plane."", ""Solve mathematical problems by using the first quadrant of the coordinate plane.""]",[5.Mod6.AD1] Describe numerical patterns. [5.Mod6.AD2] Generate and represent numerical patterns by using tables and the coordinate plane. [5.Mod6.AD5] Solve mathematical problems by using the first quadrant of the coordinate plane.,"Students generate coordinates of points from two number patterns that use different addition rules. They form ordered pairs from the patterns and plot points in the coordinate plane. When they compare the movement to the right with the movement up from one point to the next, they see where the addition rules are represented in the graph. Students identify multiplication and division relationships between coordinates and apply the relationship to find one coordinate when they know its corresponding coordinate."
G5-M6-L10,5,6,10,Identify mixed-operation relationships between corresponding terms in number patterns. (Optional),Identify mixed-operation relationships between corresponding terms in number patterns. (Optional),I can identify relationships between coordinates that have more than one operation.,"With a partner, listen to and orally describe relationships between corresponding terms in two number patterns and make connections to points in a coordinate plane.",How do the addition rules used to generate patterns of coordinates help you determine the relationship between coordinates?,Plotting Patterns,Builds from 5.OA.B.3; Builds from 5.G.A.2,"[""Builds from 5.OA.B.3"", ""Builds from 5.G.A.2""]","[""""]","[""This lesson extends the work of finding single-operation relationships between corresponding coordinates by finding mixed-operation relationships between corresponding coordinates. The content of this lesson is intended to serve as a formative assessment and is therefore not included on summative assessments in grade 5.""]",This lesson extends the work of finding single-operation relationships between corresponding coordinates by finding mixed-operation relationships between corresponding coordinates. The content of this lesson is intended to serve as a formative assessment and is therefore not included on summative assessments in grade 5.,"Students plot points and compare two tables of number patterns generated by the same two addition rules but with different starting numbers. One table has a multiplication relationship between coordinates, and one has a mixed-operation relationship between coordinates. They plot points and compare the locations of each set of points in the coordinate plane. Students recognize how the addition rules used to generate terms in the number patterns can help them determine a mixed-operation relationship between corresponding terms. In groups, students match coordinates represented in tables and graphs to a mixed-operation relationship between corresponding terms."
